Row ID,Order Date,Order Priority,Order Quantity,Sales,Discount,Ship Mode,Profit,Unit Price,Shipping Cost,Order ID,Customer Name,Customer Segment,Province,Region,Product Category,Product Sub-Category,Product Name,Product Container,Product Base Margin,Ship Date,Returns
8034,23/03/2009,Medium,25,106.04,0.09,Regular Air,16.90,4.55,1.49,57382,George Ashbrook,Consumer,Ontario,Ontario,Office Supplies,Binders and Binder Accessories,Presstex Flexible Ring Binders,Small Box,0.35,25/03/2009,Sold
8035,23/03/2009,Medium,45,452.93,0.07,Express Air,20.14,9.78,5.76,57382,George Ashbrook,Consumer,Ontario,Ontario,Office Supplies,Envelopes,"Staples #10 Laser & Inkjet Envelopes, 4 1/8"" x 9 1/2"", 100/Box",Small Box,0.35,25/03/2009,Sold
8039,24/03/2009,Medium,6,101.52,0.02,Regular Air,-16.37,15.42,5.41,57415,Tamara Chand,Consumer,Ontario,Ontario,Office Supplies,Storage & Organization,Decoflex Hanging Personal Folder File,Small Box,0.59,25/03/2009,Sold
8077,03/01/2010,Not Specified,37,294.48,0.08,Regular Air,-64.24,8.46,3.62,57606,Darren Budd,Consumer,Ontario,Ontario,Technology,Computer Peripherals,"Imation 3.5"", RTS 247544 3M 3.5 DSDD, 10/Pack",Small Pack,0.61,04/01/2010,Sold
8099,26/07/2009,Low,16,88.84,0.02,Regular Air,-46.92,4.98,6.07,57794,Edward Becker,Home Office,Ontario,Ontario,Office Supplies,Paper,Xerox 1897,Small Box,0.36,28/07/2009,Sold
8123,04/01/2011,High,26,61.4,0.04,Regular Air,-92.11,2.08,5.33,58054,David Philippe,Consumer,Ontario,Ontario,Furniture,Office Furnishings,Eldon® Wave Desk Accessories,Small Box,0.43,04/01/2011,Sold
8129,01/02/2012,High,48,362.71,0.07,Regular Air,-88.95,7.68,6.16,58113,Anemone Ratner,Small Business,Ontario,Ontario,Office Supplies,Binders and Binder Accessories,GBC VeloBinder Strips,Small Box,0.35,03/02/2012,Sold
8130,01/02/2012,High,12,2077.1875,0.05,Express Air,-38.07,200.99,4.2,58113,Anemone Ratner,Small Business,Ontario,Ontario,Technology,Telephones and Communication,2160i,Small Box,0.59,03/02/2012,Sold
8186,27/10/2010,Medium,14,700.95,0,Regular Air,233.80,46.89,5.1,58528,Janet Martin,Corporate,Ontario,Ontario,Office Supplies,Appliances,Bionaire Personal Warm Mist Humidifier/Vaporizer,Medium Box,0.46,28/10/2010,Sold
8187,27/10/2010,Medium,41,159.74,0.08,Express Air,-9.14,3.69,2.5,58528,Janet Martin,Corporate,Ontario,Ontario,Office Supplies,Envelopes,Colored Envelopes,Small Box,0.39,28/10/2010,Sold
8193,22/08/2011,Medium,50,13608.83,0.1,Delivery Truck,1342.93,300.98,64.73,58598,Edward Nazzal,Home Office,Ontario,Ontario,Furniture,Chairs & Chairmats,"Global Leather and Oak Executive Chair, Black",Jumbo Drum,0.56,23/08/2011,Sold
8194,22/08/2011,Medium,25,89.32,0.01,Regular Air,33.46,3.41,0.7,58598,Edward Nazzal,Home Office,Ontario,Ontario,Office Supplies,Rubber Bands,Advantus SlideClip™ Paper Clips,Wrap Bag,0.37,23/08/2011,Sold
8231,07/06/2010,Low,3,23.93,0.1,Regular Air,-6.39,8.34,0.96,58851,Alan Hwang,Corporate,Ontario,Ontario,Furniture,Office Furnishings,Document Clip Frames,Wrap Bag,0.43,11/06/2010,Sold
8232,07/06/2010,Low,14,2027.55,0.04,Regular Air,537.40,140.99,13.99,58851,Alan Hwang,Corporate,Ontario,Ontario,Technology,Office Machines,Canon MP100DHII Printing Calculator,Medium Box,0.37,14/06/2010,Sold
8233,13/05/2012,Critical,27,5307.5,0.09,Delivery Truck,1116.67,200.98,23.76,58853,Eugene Hildebrand,Home Office,Ontario,Ontario,Furniture,Chairs & Chairmats,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",Jumbo Drum,0.58,14/05/2012,Sold
8252,26/05/2012,Medium,32,254.46,0.09,Regular Air,23.50,8.5,1.99,59015,Andrew Roberts,Small Business,Ontario,Ontario,Technology,Computer Peripherals,Hewlett-Packard 4.7GB DVD+R Discs,Small Pack,0.49,27/05/2012,Sold
8253,26/05/2012,Medium,32,278.19,0.02,Regular Air,149.39,8.34,0.96,59015,Andrew Roberts,Small Business,Ontario,Ontario,Furniture,Office Furnishings,Document Clip Frames,Wrap Bag,0.43,27/05/2012,Sold
8254,26/05/2012,Medium,32,1662.33,0.02,Regular Air,783.84,48.91,5.81,59015,Andrew Roberts,Small Business,Ontario,Ontario,Office Supplies,Paper,Xerox 1891,Small Box,0.38,28/05/2012,Sold
8264,26/02/2012,Low,38,425.91,0.02,Regular Air,55.06,11.19,5.03,59075,David Smith,Small Business,Ontario,Ontario,Office Supplies,Paper,"Geographics Note Cards, Blank, White, 8 1/2"" x 11""",Small Box,0.37,29/02/2012,Sold
8269,07/10/2011,Low,21,68.53,0.09,Regular Air,-59.97,3.28,3.97,59108,Edward Becker,Corporate,Ontario,Ontario,Office Supplies,Pens & Art Supplies,Newell 342,Wrap Bag,0.56,12/10/2011,Sold
8270,07/10/2011,Low,39,4215.83,0.02,Regular Air,972.19,125.99,8.99,59108,Edward Becker,Corporate,Ontario,Ontario,Technology,Telephones and Communication,M70,Small Box,0.59,16/10/2011,Sold
8339,11/04/2012,Medium,25,1610.26,0.06,Regular Air,122.42,64.98,6.88,59589,Magdelene Morse,Home Office,Ontario,Ontario,Office Supplies,Storage & Organization,Fellowes Bankers Box™ Staxonsteel® Drawer File/Stacking System,Small Box,0.73,11/04/2012,Sold
8354,10/12/2012,Critical,12,505.2,0.05,Regular Air,78.98,40.98,5.33,59685,Jim Mitchum,Consumer,Ontario,Ontario,Office Supplies,Appliances,Belkin 8 Outlet Surge Protector,Small Box,0.57,12/12/2012,Sold
8355,10/12/2012,Critical,46,562.91,0.1,Regular Air,-560.29,12.99,14.37,59685,Jim Mitchum,Consumer,Ontario,Ontario,Furniture,Office Furnishings,"Tensor ""Hersey Kiss"" Styled Floor Lamp",Large Box,0.73,11/12/2012,Sold
8377,22/12/2009,Low,42,200.1,0.04,Regular Air,3.02,4.71,0.7,59845,Ed Ludwig,Consumer,Ontario,Ontario,Office Supplies,Rubber Bands,Plymouth Boxed Rubber Bands by Plymouth,Wrap Bag,0.8,26/12/2009,Sold
8378,22/12/2009,Low,28,120.54,0.06,Regular Air,6.52,4.2,2.26,59845,Ed Ludwig,Consumer,Ontario,Ontario,Office Supplies,Paper,"Important Message Pads, 50 4-1/4 x 5-1/2 Forms per Pad",Wrap Bag,0.36,27/12/2009,Sold
24,30/04/2012,Not Specified,11,1132.6,0.01,Regular Air,-310.21,95.99,35,134,Michael Dominguez,Home Office,Ontario,Ontario,Office Supplies,Storage & Organization,Safco Industrial Wire Shelving,Large Box,,02/05/2012,Returned
114,15/07/2011,Medium,6,28.01,0.09,Regular Air,3.46,4.98,0.49,740,Thomas Boland,Corporate,Ontario,Ontario,Office Supplies,Labels,Avery White Multi-Purpose Labels,Small Box,0.39,15/07/2011,Returned
130,12/02/2009,Medium,1,19.32,0.03,Regular Air,-20.32,12.53,7.17,833,Olvera Toch,Home Office,Ontario,Ontario,Office Supplies,Binders and Binder Accessories,GBC ProClick Spines for 32-Hole Punch,Small Box,0.38,13/02/2009,Returned
234,27/12/2012,High,13,759.94,0.09,Delivery Truck,-226.45,60.89,32.41,1573,Lena Radford,Small Business,Ontario,Ontario,Furniture,Chairs & Chairmats,"Global Push Button Manager's Chair, Indigo",Jumbo Drum,0.56,29/12/2012,Sold
243,19/08/2011,Not Specified,24,163.14,0.09,Regular Air,-62.20,6.78,6.18,1639,Sean Christensen,Home Office,Ontario,Ontario,Office Supplies,Paper,Strathmore Photo Mount Cards,Small Box,0.39,20/08/2011,Sold
297,06/02/2011,Critical,39,19342.84,0.01,Delivery Truck,5603.95,500.98,126,2053,Todd Boyes,Consumer,Ontario,Ontario,Furniture,Chairs & Chairmats,Global Troy™ Executive Leather Low-Back Tilter,Jumbo Drum,0.6,07/02/2011,Sold
298,06/02/2011,Critical,7,771.783,0.08,Regular Air,-449.53,140.99,4.2,2053,Todd Boyes,Consumer,Ontario,Ontario,Technology,Telephones and Communication,7160,Small Box,0.59,08/02/2011,Sold
307,13/09/2012,Not Specified,41,6111.1685,0.06,Regular Air,1663.08,175.99,4.99,2146,Todd Boyes,Small Business,Ontario,Ontario,Technology,Telephones and Communication,5165,Small Box,0.59,14/09/2012,Returned
308,13/09/2012,Not Specified,44,113.71,0.07,Regular Air,41.70,2.61,0.5,2146,Todd Boyes,Small Business,Ontario,Ontario,Office Supplies,Labels,Avery 479,Small Box,0.39,15/09/2012,Returned
396,18/11/2010,High,30,695.47,0.03,Regular Air,226.73,22.98,1.99,2752,Todd Boyes,Small Business,Ontario,Ontario,Technology,Computer Peripherals,"Memorex 80 Minute CD-R, 30/Pack",Small Pack,0.46,20/11/2010,Sold
397,18/11/2010,High,41,152.59,0.02,Regular Air,55.48,3.78,0.71,2752,Todd Boyes,Small Business,Ontario,Ontario,Office Supplies,Rubber Bands,Staples Bulldog Clip,Wrap Bag,0.39,20/11/2010,Sold
398,18/11/2010,High,10,365.62,0.03,Regular Air,15.77,34.76,8.22,2752,Todd Boyes,Small Business,Ontario,Ontario,Office Supplies,Storage & Organization,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",Small Box,0.57,18/11/2010,Sold
399,18/11/2010,High,10,575.569,0.04,Regular Air,-86.52,65.99,5.63,2752,Todd Boyes,Small Business,Ontario,Ontario,Technology,Telephones and Communication,2190,Small Box,0.56,20/11/2010,Sold
760,25/07/2010,Low,4,29.42,0.06,Express Air,14.43,3.69,0.5,5445,Michael Dominguez,Home Office,Ontario,Ontario,Office Supplies,Labels,Avery 52,Small Box,0.38,30/07/2010,Sold
761,25/07/2010,Low,9,46.48,0.01,Regular Air,-1.82,4.63,1.93,5445,Michael Dominguez,Home Office,Ontario,Ontario,Office Supplies,Pens & Art Supplies,"Binney & Smith Crayola® Metallic Colored Pencils, 8-Color Set",Wrap Bag,0.52,01/08/2010,Sold
797,29/07/2012,Low,2,9.25,0.01,Regular Air,-4.21,4.13,0.99,5699,Sean Miller,Small Business,Ontario,Ontario,Office Supplies,Labels,Avery 491,Small Box,0.39,03/08/2012,Returned
798,29/07/2012,Low,41,573.89,0.09,Express Air,-121.44,14.98,7.69,5699,Sean Miller,Small Business,Ontario,Ontario,Office Supplies,Storage & Organization,Super Decoflex Portable Personal File,Small Box,0.57,03/08/2012,Returned
940,21/07/2009,Not Specified,50,1262.72,0.01,Regular Air,490.28,24.95,2.99,6823,Todd Boyes,Small Business,Ontario,Ontario,Office Supplies,Binders and Binder Accessories,Large Capacity Hanging Post Binders,Small Box,0.39,22/07/2009,Sold
941,21/07/2009,Not Specified,31,524.19,0,Regular Air,-135.46,15.98,8.99,6823,Todd Boyes,Small Business,Ontario,Ontario,Technology,Computer Peripherals,"Imation 3.5"" DS/HD IBM Formatted Diskettes, 50/Pack",Small Pack,0.64,23/07/2009,Sold
959,09/12/2010,Not Specified,15,1143.88,0.04,Regular Air,-88.70,73.98,4,6948,Phillip Breyer,Corporate,Ontario,Ontario,Technology,Computer Peripherals,Keytronic French Keyboard,Small Box,0.79,10/12/2010,Sold
1027,20/02/2011,High,3,72.63,0.07,Express Air,-26.94,22.01,5.53,7462,Lena Radford,Small Business,Ontario,Ontario,Office Supplies,Pens & Art Supplies,Boston 16801 Nautilus™ Battery Pencil Sharpener,Small Pack,0.59,21/02/2011,Sold
1062,13/12/2009,Critical,22,118.56,0.06,Express Air,-63.38,4.91,5.68,7845,Todd Boyes,Small Business,Ontario,Ontario,Office Supplies,Binders and Binder Accessories,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",Small Box,0.36,13/12/2009,Returned
1063,13/12/2009,Critical,45,2145.05,0.07,Express Air,1012.67,48.94,5.86,7845,Todd Boyes,Small Business,Ontario,Ontario,Office Supplies,Paper,Xerox 1916,Small Box,0.35,14/12/2009,Returned
1092,24/04/2012,High,27,118.18,0.06,Regular Air,-133.62,4.06,6.89,8033,Michelle Ellison,Small Business,Ontario,Ontario,Office Supplies,Appliances,Eureka Disposable Bags for Sanitaire® Vibra Groomer I® Upright Vac,Small Box,0.6,25/04/2012,Sold
1150,23/02/2012,Low,39,290.3,0.07,Regular Air,25.16,7.59,4,8388,Olvera Toch,Home Office,Ontario,Ontario,Furniture,Office Furnishings,"Master Giant Foot® Doorstop, Safety Yellow",Wrap Bag,0.42,25/02/2012,Sold
1151,23/02/2012,Low,37,434.11,0.02,Regular Air,24.85,11.7,5.63,8388,Olvera Toch,Home Office,Ontario,Ontario,Office Supplies,Binders and Binder Accessories,Fellowes Binding Cases,Small Box,0.4,25/02/2012,Sold
1152,23/02/2012,Low,42,288.9,0.02,Regular Air,96.34,6.98,1.6,8388,Olvera Toch,Home Office,Ontario,Ontario,Office Supplies,Paper,"Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6” x 11”",Wrap Bag,0.38,25/02/2012,Sold
1334,22/01/2012,Not Specified,2,202.64,0.04,Delivery Truck,-221.62,90.97,14,9761,Todd Boyes,Small Business,Ontario,Ontario,Technology,Office Machines,Lexmark Z54se Color Inkjet Printer,Jumbo Drum,0.36,23/01/2012,Sold
1335,22/01/2012,Not Specified,23,133.69,0.08,Regular Air,-92.23,5.98,7.15,9761,Todd Boyes,Small Business,Ontario,Ontario,Office Supplies,Paper,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),Small Box,0.36,24/01/2012,Sold
1354,04/09/2011,Critical,18,33.96,0,Regular Air,0.10,1.76,0.7,9863,Sean Christensen,Home Office,Ontario,Ontario,Office Supplies,Pens & Art Supplies,Newell 310,Wrap Bag,0.56,06/09/2011,Sold
1432,22/11/2011,Medium,45,5181.08,0.01,Delivery Truck,-1623.60,114.98,58.72,10342,Michelle Ellison,Consumer,Ontario,Ontario,Furniture,Bookcases,"Sauder Camden County Collection Libraries, Planked Cherry Finish",Jumbo Box,0.76,24/11/2011,Sold
1433,22/11/2011,Medium,38,10567.45,0.1,Regular Air,2925.37,299.99,11.64,10342,Michelle Ellison,Consumer,Ontario,Ontario,Technology,Copiers and Fax,Brother DCP1000 Digital 3 in 1 Multifunction Machine,Large Box,0.5,23/11/2011,Sold
1434,22/11/2011,Medium,38,1679.04,0.01,Regular Air,324.47,40.97,14.45,10342,Michelle Ellison,Consumer,Ontario,Ontario,Furniture,Office Furnishings,Dana Halogen Swing-Arm Architect Lamp,Large Box,0.57,24/11/2011,Sold
1435,22/11/2011,Medium,2,2055.97,0.05,Express Air,-2342.01,999.99,13.99,10342,Michelle Ellison,Consumer,Ontario,Ontario,Technology,Office Machines,"Polycom Soundstation EX Audio-Conferencing Telephone, Black",Medium Box,0.36,24/11/2011,Sold
1441,23/12/2009,High,2,383.45,0.06,Delivery Truck,-244.47,180.98,26.2,10434,Michelle Ellison,Small Business,Ontario,Ontario,Furniture,Chairs & Chairmats,Global Ergonomic Managers Chair,Jumbo Drum,0.59,24/12/2009,Sold
1532,23/10/2011,Not Specified,44,1102.28,0.03,Regular Air,389.61,23.99,6.71,11040,Scot Coram,Corporate,Ontario,Ontario,Office Supplies,Envelopes,"Recycled Interoffice Envelopes with String and Button Closure, 10 x 13",Small Box,0.35,23/10/2011,Sold
1566,01/03/2009,Low,10,866.66,0.09,Delivery Truck,35.29,90.97,14,11302,Natalie Fritzler,Home Office,Ontario,Ontario,Technology,Office Machines,Lexmark Z54se Color Inkjet Printer,Jumbo Drum,0.36,03/03/2009,Sold
1577,06/08/2012,High,16,109.7,0.03,Regular Air,-106.77,5.98,10.39,11398,Nathan Gelder,Home Office,Ontario,Ontario,Office Supplies,Paper,Xerox 1895,Small Box,0.4,07/08/2012,Sold
1578,06/08/2012,High,26,80.89,0.03,Regular Air,23.37,2.94,0.81,11398,Nathan Gelder,Home Office,Ontario,Ontario,Office Supplies,Pens & Art Supplies,Prang Colored Pencils,Wrap Bag,0.4,08/08/2012,Sold
1599,22/11/2009,Medium,48,1497.3175,0.01,Regular Air,836.51,35.99,0.99,11584,Sean Miller,Small Business,Ontario,Ontario,Technology,Telephones and Communication,Accessory31,Small Pack,0.35,23/11/2009,Sold
1607,10/11/2011,Not Specified,35,1154.14,0.07,Regular Air,-36.00,32.98,5.5,11652,Olvera Toch,Home Office,Ontario,Ontario,Technology,Computer Peripherals,PC Concepts 116 Key Quantum 3000 Keyboard,Small Box,0.75,11/11/2011,Returned
1608,10/11/2011,Not Specified,37,223.82,0.09,Regular Air,-249.11,5.98,10.39,11652,Olvera Toch,Home Office,Ontario,Ontario,Office Supplies,Paper,Xerox 1895,Small Box,0.4,11/11/2011,Returned
1609,10/11/2011,Not Specified,1,61.4635,0.05,Regular Air,-261.35,65.99,8.99,11652,Olvera Toch,Home Office,Ontario,Ontario,Technology,Telephones and Communication,Talkabout T8367,Small Box,0.56,12/11/2011,Returned
1610,10/11/2011,Not Specified,25,122.09,0.1,Regular Air,14.11,5.18,2.04,11652,Olvera Toch,Home Office,Ontario,Ontario,Office Supplies,Paper,Array® Memo Cubes,Wrap Bag,0.36,12/11/2011,Returned
1615,27/01/2009,Not Specified,38,6121.1985,0.08,Regular Air,1312.34,205.99,2.5,11686,Michael Dominguez,Home Office,Ontario,Ontario,Technology,Telephones and Communication,V70,Small Box,0.59,28/01/2009,Sold
1940,20/11/2010,High,44,614.34,0.02,Regular Air,-171.70,14.03,9.37,13895,Michelle Ellison,Small Business,Ontario,Ontario,Office Supplies,Storage & Organization,Project Tote Personal File,Small Box,0.56,20/11/2010,Sold
2072,09/01/2012,High,39,278.902,0.04,Express Air,-104.47,7.99,5.03,14820,Michael Dominguez,Home Office,Ontario,Ontario,Technology,Telephones and Communication,Bell Sonecor JB700 Caller ID,Medium Box,0.6,11/01/2012,Returned
2127,18/03/2009,Critical,19,356.4645,0.01,Regular Air,-9.11,20.99,4.81,15170,Thomas Boland,Corporate,Ontario,Ontario,Technology,Telephones and Communication,1726 Digital Answering Machine,Medium Box,0.58,18/03/2009,Sold
2190,13/04/2011,Critical,19,71.77,0.03,Regular Air,22.71,3.78,0.71,15780,Thomas Boland,Corporate,Ontario,Ontario,Office Supplies,Rubber Bands,Staples Bulldog Clip,Wrap Bag,0.39,15/04/2011,Sold
2225,21/07/2012,Low,31,480.43,0.06,Regular Air,50.59,14.98,8.99,16098,Patricia Hirasaki,Home Office,Ontario,Ontario,Furniture,Office Furnishings,"GE 4 Foot Flourescent Tube, 40 Watt",Small Pack,0.39,25/07/2012,Sold
2229,15/07/2012,Not Specified,31,217.14,0,Regular Air,-62.97,6.48,6.22,16103,Maria Zettner,Corporate,Ontario,Ontario,Office Supplies,Paper,Xerox 1894,Small Box,0.37,17/07/2012,Sold
2303,10/10/2009,High,19,659.13,0.09,Regular Air,187.57,35.94,6.66,16610,Thomas Boland,Corporate,Ontario,Ontario,Office Supplies,Envelopes,"Tyvek ® Top-Opening Peel & Seel ® Envelopes, Gray",Small Box,0.4,12/10/2009,Sold
2596,22/05/2012,Low,9,222.2,0.03,Regular Air,-40.25,22.38,15.1,18757,Matthew Clasen,Consumer,Ontario,Ontario,Office Supplies,Binders and Binder Accessories,"Avery Flip-Chart Easel Binder, Black",Small Box,0.38,24/05/2012,Sold
2597,22/05/2012,Low,5,39.9,0.02,Regular Air,-37.80,5.94,9.92,18757,Matthew Clasen,Consumer,Ontario,Ontario,Office Supplies,Binders and Binder Accessories,Storex Dura Pro™ Binders,Small Box,0.38,27/05/2012,Sold
2687,23/05/2009,Not Specified,4,16.82,0.08,Regular Air,-5.54,4.13,1.17,19431,Nathan Gelder,Home Office,Ontario,Ontario,Office Supplies,Pens & Art Supplies,Newell 31,Wrap Bag,0.57,25/05/2009,Sold
2712,16/04/2009,Critical,6,14535.8,0.05,Delivery Truck,-3971.06,2550.14,29.7,19584,Maria Zettner,Corporate,Ontario,Ontario,Technology,Office Machines,Epson DFX-8500 Dot Matrix Printer,Jumbo Drum,0.57,17/04/2009,Sold
2810,26/12/2009,Not Specified,27,652.24,0.02,Regular Air,185.04,22.72,8.99,20262,Patrick O'Donnell,Home Office,Ontario,Ontario,Furniture,Office Furnishings,"Executive Impressions 14"" Two-Color Numerals Wall Clock",Small Pack,0.44,26/12/2009,Sold
2852,09/10/2010,Not Specified,1,361.94,0.05,Delivery Truck,-163.58,284.98,69.55,20545,Sean Miller,Small Business,Ontario,Ontario,Furniture,Chairs & Chairmats,Global Commerce™ Series High-Back Swivel/Tilt Chairs,Jumbo Drum,0.6,10/10/2010,Sold
2853,09/10/2010,Not Specified,31,1276.04,0.02,Regular Air,554.95,40.99,5.86,20545,Sean Miller,Small Business,Ontario,Ontario,Office Supplies,Paper,Xerox 1919,Small Box,0.36,11/10/2010,Sold
2854,09/10/2010,Not Specified,40,2894.68,0.02,Regular Air,-1754.39,71.37,69,20545,Sean Miller,Small Business,Ontario,Ontario,Furniture,Tables,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",Large Box,0.68,11/10/2010,Sold
2856,09/02/2010,Critical,15,611.68,0.05,Regular Air,134.75,39.06,10.55,20577,Patrick O'Donnell,Home Office,Ontario,Ontario,Office Supplies,Binders and Binder Accessories,Ibico Recycled Linen-Style Covers,Small Box,0.37,11/02/2010,Sold
2881,26/11/2011,Low,13,4393.75,0.08,Delivery Truck,215.31,442.14,14.7,20804,Sean Miller,Small Business,Ontario,Ontario,Technology,Office Machines,Okidata ML390 Turbo Dot Matrix Printers,Jumbo Drum,0.56,03/12/2011,Sold
2960,04/05/2011,Critical,34,117.91,0.05,Regular Air,29.27,3.38,1.09,21414,Harry Marie,Consumer,Ontario,Ontario,Office Supplies,Paper,Avoid Verbal Orders Carbonless Minifold Book,Wrap Bag,0.39,06/05/2011,Sold
2961,04/05/2011,Critical,46,3644.6,0.05,Regular Air,-1144.67,80.98,35,21414,Harry Marie,Consumer,Ontario,Ontario,Office Supplies,Storage & Organization,Carina Double Wide Media Storage Towers in Natural & Black,Large Box,0.81,06/05/2011,Sold
2962,04/05/2011,Critical,33,3491.613,0.05,Regular Air,717.70,125.99,5.63,21414,Harry Marie,Consumer,Ontario,Ontario,Technology,Telephones and Communication,8290,Small Box,0.6,05/05/2011,Sold
2969,03/06/2010,Not Specified,15,176.24,0.02,Express Air,9.85,10.98,3.37,21447,Sean Christensen,Home Office,Ontario,Ontario,Office Supplies,"Scissors, Rulers and Trimmers",Fiskars® Softgrip Scissors,Small Pack,0.57,05/06/2010,Sold
2976,28/08/2009,Medium,41,291.16,0.01,Express Air,-89.47,6.48,6.57,21479,Patrick O'Donnell,Home Office,Ontario,Ontario,Office Supplies,Paper,Xerox 20,Small Box,0.37,29/08/2009,Sold
3096,13/10/2009,High,37,1138.43,0.01,Regular Air,18.59,30.97,4,22208,Sean Christensen,Home Office,Ontario,Ontario,Technology,Computer Peripherals,Microsoft Multimedia Keyboard,Small Box,0.74,15/10/2009,Sold
3097,13/10/2009,High,50,5271.0455,0.08,Regular Air,1379.76,125.99,7.69,22208,Sean Christensen,Home Office,Ontario,Ontario,Technology,Telephones and Communication,Timeport L7089,Small Box,0.58,15/10/2009,Sold
3106,22/12/2009,Not Specified,43,2463.6,0.03,Regular Air,1040.65,54.96,10.75,22279,Lena Radford,Small Business,Ontario,Ontario,Office Supplies,Paper,Xerox 1940,Small Box,0.36,25/12/2009,Sold
3231,26/07/2012,Low,16,3549.9,0.06,Delivery Truck,44.80,216.6,64.2,23174,Harry Marie,Consumer,Ontario,Ontario,Furniture,Chairs & Chairmats,Hon Multipurpose Stacking Arm Chairs,Jumbo Drum,0.59,28/07/2012,Sold
3232,26/07/2012,Low,8,138.24,0.03,Regular Air,-60.04,16.74,7.04,23174,Harry Marie,Consumer,Ontario,Ontario,Office Supplies,Storage & Organization,Rogers® Profile Extra Capacity Storage Tub,Small Box,0.81,02/08/2012,Sold
3259,05/08/2009,Medium,44,634.12,0.04,Regular Air,-21.65,14.42,6.75,23333,Michael Dominguez,Home Office,Ontario,Ontario,Office Supplies,Appliances,Holmes Odor Grabber,Medium Box,0.52,06/08/2009,Sold
3260,05/08/2009,Medium,32,196.84,0.04,Regular Air,-69.29,5.98,5.79,23333,Michael Dominguez,Home Office,Ontario,Ontario,Office Supplies,Paper,Xerox 1903,Small Box,0.36,07/08/2009,Sold
3261,05/08/2009,Medium,16,886.89,0.03,Regular Air,-23.83,65.99,8.99,23333,Michael Dominguez,Home Office,Ontario,Ontario,Technology,Telephones and Communication,Talkabout T8367,Small Box,0.56,06/08/2009,Sold
3456,29/01/2011,Medium,12,1379.98,0.06,Delivery Truck,-151.73,113.98,30,24640,Patrick O'Donnell,Home Office,Ontario,Ontario,Furniture,Chairs & Chairmats,Hon Comfortask® Task/Swivel Chairs,Jumbo Drum,0.69,30/01/2011,Sold
3516,21/09/2010,Not Specified,41,295.12,0,Regular Air,-151.93,6.48,8.19,25056,Phillip Breyer,Corporate,Ontario,Ontario,Office Supplies,Paper,Xerox 217,Small Box,0.37,23/09/2010,Sold
3665,03/08/2010,High,16,131.72,0.09,Regular Air,-42.61,8.46,3.62,26244,Michael Dominguez,Home Office,Ontario,Ontario,Technology,Computer Peripherals,"Imation 3.5"", RTS 247544 3M 3.5 DSDD, 10/Pack",Small Pack,0.61,05/08/2010,Sold
3816,25/07/2012,High,10,5056.89,0.02,Delivery Truck,789.05,500.98,26,27201,Scot Coram,Corporate,Ontario,Ontario,Furniture,Chairs & Chairmats,Global Troy™ Executive Leather Low-Back Tilter,Jumbo Drum,0.6,25/07/2012,Sold
3817,25/07/2012,High,45,3500.1,0.01,Delivery Truck,-2661.32,70.89,89.3,27201,Scot Coram,Corporate,Ontario,Ontario,Furniture,Tables,KI Conference Tables,Jumbo Box,0.72,25/07/2012,Sold
3897,26/01/2010,Low,9,196.12,0.01,Express Air,4.41,20.89,1.99,27808,Michelle Ellison,Consumer,Ontario,Ontario,Technology,Computer Peripherals,"IBM 80 Minute CD-R Spindle, 50/Pack",Small Pack,0.48,02/02/2010,Sold
4173,16/01/2012,Critical,43,792.21,0.05,Regular Air,42.24,18.97,9.54,29573,Michael Dominguez,Home Office,Ontario,Ontario,Office Supplies,Paper,Xerox 1939,Small Box,0.37,18/01/2012,Sold
4203,19/06/2011,Medium,34,214.64,0.08,Regular Air,-76.88,6.48,5.86,29862,Maria Zettner,Corporate,Ontario,Ontario,Office Supplies,Paper,Xerox 1904,Small Box,0.36,21/06/2011,Sold
4276,09/06/2010,Medium,17,253.38,0,Express Air,-35.78,13.9,7.59,30433,Nathan Gelder,Home Office,Ontario,Ontario,Office Supplies,"Scissors, Rulers and Trimmers","Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8"" Cut, 8""L",Small Pack,0.56,09/06/2010,Sold
4284,26/11/2011,High,28,431.37,0.03,Regular Air,-28.67,15.22,9.73,30532,Victoria Wilson,Home Office,Ontario,Ontario,Office Supplies,Binders and Binder Accessories,"GBC Twin Loop™ Wire Binding Elements, 9/16"" Spine, Black",Small Box,0.36,27/11/2011,Sold
4285,26/11/2011,High,23,262.31,0.04,Express Air,27.55,11.09,5.25,30532,Victoria Wilson,Home Office,Ontario,Ontario,Office Supplies,Envelopes,#10 Self-Seal White Envelopes,Small Box,0.36,27/11/2011,Sold
4286,26/11/2011,High,45,514.03,0.05,Regular Air,82.19,11.34,5.01,30532,Victoria Wilson,Home Office,Ontario,Ontario,Office Supplies,Paper,Xerox 188,Small Box,0.36,28/11/2011,Sold
